id_linea,id_orden,fecha_orden,pais,canal,segmento_cliente,rating_cliente,categoria,subcategoria,marca,proveedor,vendedor,metodo_pago,promocion,prioridad_envio,cantidad,precio_unitario,descuento_pct,costo_unitario,tipo_cambio_gtq,venta_neta_gtq,margen_gtq,dias_entrega,entrega_tardia,stock_disponible,dias_reposicion_proveedor,devuelto
ORD-2024-000516-02,ORD-2024-000516,2025-08-29,El Salvador,Empresa,Minorista,5.0,Tecnología,Accesorios,Redragon,GlobalTech,Luis Torres,Efectivo,Bundle,Express,5.0,59.14,0.18,36.44,7.8614,1906.1851,354.6592,6.0,0,20,5,0
ORD-2025-000517-01,ORD-2025-000517,2025-05-15,Guatemala,B2B,Mayorista,2.0,Tecnología,Laptops,Lenovo,TecnoMundo,Valeria Ramos,Tarjeta,Sin promo,Normal,15.0,6093.03,0.2,4529.8,0.9907,72436.3779,4985.9454,5.0,0,224,3,0
ORD-2024-000518-01,ORD-2024-000518,2024-05-18, El Salvador ,E-commerce,Minorista,5.0,Tecnología,Impresoras,HP,TecnoMundo,María García,Tarjeta,Bundle,Programado,1.0,280.63,0.08,197.9,7.7154,1991.9589,419.869,6.0,1,62,3,0
ORD-2024-000518-02,ORD-2024-000518,2024-05-18,El Salvador,E-commerce,Minorista,5.0,Deportes,FITNESS,FitPro,SportMax,María García,Tarjeta,Bundle,Programado,5.0,163.46,0.2,108.78,7.7154,5044.6371,730.1083,6.0,1,78,5,0
ORD-2025-000519-01,ORD-2025-000519,2024-07-26,El Salvador,Corporativo,Minorista,1.0,Alimentos,Bebidas,Monster,AgroExport,Valeria Ramos,PayPal,Sin promo,Normal,4.0,26.64,0.12,16.26,7.7126,723.2321,164.3771,2.0,0,217,14,0
ORD-2025-000521-02,ORD-2025-000521,2024-10-30,Costa Rica, wholesale ,Corporativo,1.0,Oficina,Archivo,MetalWorks,Distribuciones Norte,Carlos Méndez,Tarjeta,Bundle,Normal,2.0,68754.63,0.08,43189.28,0.0148,1872.3261,499.1263,14.0,0,191,3,0
ORD-2024-000522-01,ORD-2024-000522,2024-06-06,Guatemala,distribuidor,Mayorista,4.0,Alimentos,Despensa,Kellogg's,Distribuciones Norte,José Pérez,Crédito 60 días,Descuento volumen,Normal,4.0,78.79,0.25,46.02,1.0075,238.1428,-32.7941,0.0,0,227,30,0
ORD-2024-000522-02,ORD-2024-000522,2024-06-06,Guatemala,distribuidor,Mayorista,4.0,Tecnología,Laptops,Lenovo,TecnoMundo,José Pérez,Crédito 60 días,Descuento volumen,Normal,8.0,5859.89,0.16,4445.73,1.0075,39673.7993,3728.1236,0.0,0,141,7,0
ORD-2025-000523-01,ORD-2025-000523,2025-06-11,Honduras,b2b ,Corporativo,,Oficina,Mobiliario,ErgoPro,OficinaTotal,José Pérez,PayPal,Lanzamiento,Programado,5.0,5370.19,0.05,3490.3,0.3113,7940.7657,2441.7819,10.0,1,210,5,0
ORD-2025-000523-02,ORD-2025-000523,2025-06-11,Honduras,b2b ,Corporativo,,Alimentos,Bebidas,Monster,AgroExport,José Pérez,PayPal,Lanzamiento,Programado,6.0,662.84,0.08,403.06,0.3113,1139.0083,288.6083,10.0,1,160,3,0
ORD-2025-000523-03,ORD-2025-000523,2025-06-11,Honduras,b2b ,Corporativo,,Tecnología,Laptops,Lenovo,TecnoMundo,José Pérez,PayPal,Lanzamiento,Programado,15.0,18472.7,0.05,14211.99,0.3113,81945.359,15437.132,10.0,1,193,10,0
ORD-2025-000523-04,ORD-2025-000523,2025-06-11,Honduras,b2b ,Corporativo,,Belleza,Fragancias,Armani,Importadora Sur,José Pérez,PayPal,Lanzamiento,Programado,16.0,2651.72,0.05,1946.75,0.3113,12547.3026,2792.6486,10.0,1,204,7,0
ORD-2024-000524-03,ORD-2024-000524,2025-06-26,Guatemala,b2b ,Mayorista,,Belleza,Skincare,Nivea,BeautyCorp,,Crédito 30 días,Liquidación,Express,35.0,113.25,0.13,69.77,1.0171,3507.4312,906.4726,5.0,0,187,14,0
ORD-2025-000525-01,ORD-2025-000525,2025-10-17,Costa Rica,Ecommerce,Mayorista,3.0,Oficina,Papelería,OfficeLab,Distribuciones Norte,Valeria Ramos,Crédito 60 días,Lanzamiento,Express,28.0,10239.78,0.09,6332.03,0.0152,3965.8258,1134.2698,11.0,1,4,30,0
ORD-2025-000525-02,ORD-2025-000525,2025-10-17,Costa Rica,Ecommerce,Mayorista,3.0,Hogar,Electrodomésticos,Ninja,CasaPlus,Valeria Ramos,Crédito 60 días,Lanzamiento,Express,40.0,54241.8,0.14,36129.04,0.0152,28361.9524,6303.445,11.0,1,227,5,0
ORD-2024-000526-01,ORD-2024-000526,2024-08-07,Guatemala,Empresa,Corporativo,5.0,Tecnología,Monitores,Dell,TecnoMundo,,Efectivo,Bundle,Normal,8.0,1486.84,0.2,1042.54,0.9939,9457.7298,1092.2226,1.0,0,203,7,0
ORD-2025-000527-01,ORD-2025-000527,2025-06-19,Guatemala,Online,Minorista,,Hogar,Electrodomésticos,Ninja,CasaPlus,Valeria Ramos,Tarjeta,Cyberweek,Normal,3.0,844.44,0.15,562.88,0.9977,2148.3694,442.1826,,0,18,14,0
ORD-2025-000527-02,ORD-2025-000527,2025-06-19, Guatemala ,Online,Minorista,,Hogar,Cocina,Tramontina,Distribuciones Norte,Valeria Ramos,Tarjeta,Cyberweek,Normal,3.0,441.02,0.06,257.42,0.9977,1240.8159,377.576,,0,165,10,0
ORD-2024-000528-01,ORD-2024-000528,2024-09-09,Guatemala,b2b ,Corporativo,,Belleza,Fragancias,Armani,Importadora Sur,Sofía Herrera,Crédito 60 días,Bundle,Express,2.0,876.47,0.15,591.32,0.9897,1474.652,263.0811,15.0,1,117,3,0
ORD-2025-000529-01,ORD-2025-000529,2024-05-13,Guatemala,E-commerce,Mayorista,4.0,Oficina,Papelería,OfficeLab,Distribuciones Norte,Sofía Herrera,Crédito 60 días,Liquidación,Normal,12.0,163.72,0.05,96.77,1.0119,1888.6183,553.7097,7.0,1,41,7,0
ORD-2025-000529-02,ORD-2025-000529,2024-05-13,Guatemala,E-commerce,Mayorista,4.0,Hogar,Electrodomésticos,Oster,CasaPlus,Sofía Herrera,Crédito 60 días,Liquidación,Normal,20.0,676.87,0.23,433.26,1.0119,10547.8412,1697.0959,7.0,1,60,21,0
ORD-2025-000529-03,ORD-2025-000529,2024-05-13,Guatemala,E-commerce,Mayorista,4.0,Tecnología,Accesorios,Logitech,GlobalTech,Sofía Herrera,Crédito 60 días,Liquidación,Normal,10.0,537.88,0.08,327.02,1.0119,5007.3831,1623.3871,7.0,1,149,7,0
ORD-2025-000529-04,ORD-2025-000529,2024-05-13,Guatemala,E-commerce,Mayorista,4.0,Deportes,Calzado,Nike,SportMax,Sofía Herrera,Crédito 60 días,Liquidación,Normal,8.0,919.05,0.2,612.47,1.0119,5951.9148,864.0007,7.0,1,176,7,0
ORD-2025-000529-05,ORD-2025-000529,2024-05-13,Guatemala,E-commerce,Mayorista,4.0,Belleza,Cuidado personal,Rexona,Distribuciones Norte,Sofía Herrera,Crédito 60 días,Liquidación,Normal,8.0,71.16,0.13,43.51,1.0119,501.1674,99.1597,7.0,1,94,3,0
ORD-2024-000530-01,ORD-2024-000530,2024-11-16,Guatemala,Ecommerce,Mayorista,1.0,Deportes,CICLISMO,Giant,Importadora Sur,José Pérez,Tarjeta,Bundle,Normal,12.0,4278.8,0.16,3257.18,0.9912,42750.7573,3923.1141,10.0,0,71,10,0
ORD-2024-000530-02,ORD-2024-000530,2024-11-16,Guatemala,Ecommerce,Mayorista,1.0,Belleza,Cuidado capilar,Dove,BeautyCorp,José Pérez,Tarjeta,Bundle,Normal,8.0,509.04,0.25,36.91,0.9912,3027.3627,2663.7905,10.0,0,95,5,0
ORD-2024-000530-03,ORD-2024-000530,2024-11-16,Guatemala,Ecommerce,Mayorista,1.0,Deportes,Wearables,Garmin,SportMax,José Pérez,Tarjeta,Bundle,Normal,20.0,3222.71,0.36,2252.99,0.9912,40887.6819,-3809.5107,10.0,0,58,14,0
ORD-2024-000530-04,ORD-2024-000530,2024-11-16,Guatemala,Ecommerce,Mayorista,1.0,Alimentos,Despensa,Kellogg's,Distribuciones Norte,José Pérez,Tarjeta,Bundle,Normal,35.0,77.21,0.18,46.96,0.9912,2196.4268,482.3149,10.0,0,139,30,0
ORD-2025-000531-01,ORD-2025-000531,2025-02-01,Costa Rica, retail,Premium,5.0,Belleza,Fragancias,Armani,Importadora Sur,José Pérez,Efectivo,Cyberweek,Express,2.0,56674.37,0.05,40296.66,0.0151,1625.9877,332.1813,11.0,1,30,21,0
ORD-2024-000532-01,ORD-2024-000532,2025-10-17,GUATEMALA,Online, Gobierno ,,Deportes,Calzado,Nike,SportMax,Ana López,Crédito 60 días,Bundle,Normal,8.0,942.53,0.23,605.49,1.0009,5811.2102,870.6377,6.0,0,163,21,0
ORD-2024-000532-02,ORD-2024-000532,2025-10-17,Guatemala,Online, Gobierno ,,Alimentos,Despensa,Borges,AgroExport,Ana López,Crédito 60 días,Bundle,Normal,18.0,95.18,0.25,54.98,1.0009,1286.0864,117.5557,6.0,0,4,3,0
ORD-2024-000532-03,ORD-2024-000532,2025-10-17,Guatemala,Online, Gobierno ,,Belleza, Skincare ,Banana Boat,BeautyCorp,Ana López,Crédito 60 días,Bundle,Normal,24.0,150.88,0.31,94.61,1.0009,2500.8215,54.2916,6.0,0,226,10,0
ORD-2025-000533-01,ORD-2025-000533,2025-11-10,El Salvador,B2B,Corporativo,4.0,Hogar,Limpieza,Samsung,CasaPlus,Ana López,Efectivo,Sin promo,Normal,12.0,230.34,0.0,160.22,7.7927,21539.6462,6506.359,9.0,1,139,14,0
ORD-2025-000533-02,ORD-2025-000533,2025-11-10,El Salvador,B2B,Corporativo,4.0,Belleza,Skincare,Nivea,BeautyCorp,Ana López,Efectivo,Sin promo,Normal,3.0,15.07,0.05,9.34,7.7927,334.6926,61.7143,9.0,1,125,14,0
ORD-2025-000533-03,ORD-2025-000533,2025-11-10,El Salvador,B2B,Corporativo,4.0,Tecnología,Accesorios,Logitech,GlobalTech,Ana López,Efectivo,Sin promo,Normal,25.0,72.42,0.09,42.94,7.7927,12838.9018,4298.1806,9.0,1,108,30,0
ORD-2025-000533-04,ORD-2025-000533,2025-11-10,El Salvador,B2B,Corporativo,4.0,Alimentos,Despensa,Kellogg's,Distribuciones Norte,Ana López,Efectivo,Sin promo,Normal,10.0,9.88,0.2,6.16,7.7927,615.935,78.1608,9.0,1,75,5,0
ORD-2025-000533-05,ORD-2025-000533,2025-11-10,El Salvador,B2B,Corporativo,4.0,Oficina,Mobiliario,ErgoPro,OficinaTotal,Ana López,Efectivo,Sin promo,Normal,4.0,216.09,0.03,139.5,7.7927,6533.6272,2112.283,9.0,1,51,7,0
ORD-2024-000534-01,ORD-2024-000534,2024-05-29,Guatemala,Ecommerce,Minorista,5.0,Tecnología,Accesorios,Redragon,GlobalTech,Diego Castillo,Transferencia,Cyberweek,Express,1.0,482.31,0.11,293.92,0.9905,425.178,51.0859,-5.0,0,230,5,0
ORD-2024-000534-02,ORD-2024-000534,2024-05-29,Guatemala,Ecommerce,Minorista,5.0,Hogar,Electrodomésticos,Oster,CasaPlus,Diego Castillo,Transferencia,Cyberweek,Express,1.0,680.6,0.05,458.23,0.9905,640.4276,122.3069,7.0,1,99,7,0
ORD-2024-000534-03,ORD-2024-000534,2024-05-29,Guatemala,Ecommerce,Minorista,5.0,Deportes,Wearables,Garmin,SportMax,Diego Castillo,Transferencia,Cyberweek,Express,2.0,3159.1,0.08,2201.4,0.9905,5757.5229,1334.2669,7.0,1,106,10,0
ORD-2024-000534-04,ORD-2024-000534,2024-05-29,Guatemala,Ecommerce,Minorista,5.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,Diego Castillo,Transferencia,Cyberweek,Express,3.0,2893.48,0.05,1971.5,0.9905,8168.077,2267.8765,7.0,1,98,14,0
ORD-2025-000535-01,ORD-2025-000535,2024-06-06,Guatemala,RETAIL,Corporativo,,Belleza,Cuidado personal,Rexona,Distribuciones Norte,,Tarjeta,Sin promo,Normal,4.0,75.9,0.12,45.15,0.994,265.565,33.297,12.0,1,67,7,0
ORD-2025-000535-02,ORD-2025-000535,2024-06-06,Guatemala,RETAIL,Corporativo,,Belleza, Skincare ,Banana Boat,BeautyCorp,,Tarjeta,Sin promo,Normal,21.0,158.97,0.04,94.35,0.994,3185.6062,1057.3031,12.0,1,55,10,0
ORD-2024-000536-01,ORD-2024-000536,2024-04-10,El Salvador,Corporativo,Minorista,1.0,Deportes,Calzado,Nike,SportMax,,Efectivo,Bundle,Normal,15.0,125.59,0.13,78.58,7.7155,12645.3149,3504.4534,6.0,1,33,21,0
ORD-2025-000537-01,ORD-2025-000537,2024-06-23,Guatemala,RETAIL,Premium,,Tecnología,Monitores,Dell,TecnoMundo,,Crédito 60 días,Lanzamiento,Normal,6.0,1462.99,0.23,1038.65,1.0026,6776.5872,471.9076,6.0,0,232,30,0
ORD-2024-000538-01,ORD-2024-000538,2024-08-26,Guatemala,Online,Corporativo,2.0,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,Ana López,Crédito 30 días,Cyberweek,Express,2.0,1219.04,0.2,858.47,1.0122,1974.2597,169.0111,16.0,1,2,21,1
ORD-2025-000539-01,ORD-2025-000539,2024-05-18,El Salvador,Tienda física,Mayorista,1.0,oficina,Herramientas,OfficeLab,OficinaTotal,Diego Castillo,Transferencia,Descuento volumen,Normal,15.0,66.97,0.11,38.49,7.9498,7107.5147,2394.6348,2.0,1,156,30,0
ORD-2025-000539-02,ORD-2025-000539,2024-05-18,El Salvador,Tienda física,Mayorista,1.0,Deportes,Wearables,Garmin,SportMax,Diego Castillo,Transferencia,Descuento volumen,Normal,3.0,388.68,0.05,279.75,7.9498,8806.2956,2043.6392,2.0,1,181,5,0
ORD-2024-000540-01,ORD-2024-000540,2024-10-12,Guatemala,Mayorista,Mayorista,3.0,Oficina,Mobiliario,ErgoPro,OficinaTotal,Carlos Méndez,Crédito 60 días,Cyberweek,Express,12.0,1697.25,0.16,1096.84,1.0,17108.28,3887.05,9.0,1,9,5,0
ORD-2024-000540-02,ORD-2024-000540,2024-10-12,Guatemala,Mayorista,Mayorista,3.0,Tecnología,Accesorios,Logitech,GlobalTech,Carlos Méndez,Crédito 60 días,Cyberweek,Express,15.0,558.68,0.18,323.62,1.0,6871.764,1828.944,9.0,1,109,21,0
ORD-2024-000540-03,ORD-2024-000540,2024-10-12,Guatemala,Mayorista,Mayorista,3.0,Belleza,Cuidado capilar,Dove,BeautyCorp,Carlos Méndez,Crédito 60 días,Cyberweek,Express,2.0,63.9,0.08,37.47,1.0,117.576,11.976,9.0,1,135,14,0
ORD-2025-000541-01,ORD-2025-000541,2024-01-25,Guatemala,Ecommerce,Premium,,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,,PayPal,Lanzamiento,Normal,5.0,1246.6,0.03,894.99,0.9857,5959.5521,1485.9132,2.0,0,105,14,0
ORD-2025-000541-02,ORD-2025-000541,2024-01-25,Guatemala,Ecommerce,Premium,,Alimentos,Bebidas,Antigua Beans,AgroExport,,PayPal,Lanzamiento,Normal,1.0,138.28,0.03,80.82,0.9857,132.2135,28.1137,2.0,0,107,30,0
ORD-2024-000542-01,ORD-2024-000542,2024-12-17,Honduras,B2B,Minorista,,Alimentos,Bebidas,Antigua Beans,AgroExport,Carlos Méndez,Crédito 30 días,Bundle,Normal,6.0,437.16,0.08,264.76,0.3104,749.0334,160.6702,14.0,1,86,5,0
ORD-2025-000543-01,ORD-2025-000543,2025-12-05,Guatemala,Web,Premium,2.0,Tecnología,Accesorios,Logitech,GlobalTech,Sofía Herrera,PayPal,Cyberweek,Normal,2.0,554.95,0.13,334.7,1.0079,973.2413,222.5171,5.0,1,19,21,0
ORD-2025-000543-02,ORD-2025-000543,2025-12-05,Guatemala,Web,Premium,2.0,Belleza,Fragancias,Armani,Importadora Sur,Sofía Herrera,PayPal,Cyberweek,Normal,8.0,876.06,0.2,602.2,1.0079,5651.0776,701.9358,5.0,1,63,7,0
ORD-2025-000543-03,ORD-2025-000543,2025-12-05,Guatemala,Web,Premium,2.0,Deportes,Wearables,Garmin,SportMax,Sofía Herrera,PayPal,Cyberweek,Normal,6.0,3122.79,0.08,2205.18,1.0079,17373.9794,3982.385,5.0,1,101,5,0
ORD-2024-000544-01,ORD-2024-000544,2025-08-02,Honduras,b2b ,Minorista,,Belleza,Cuidado capilar,Dove,BeautyCorp,Luis Torres,PayPal,Bundle,Normal,12.0,193.23,0.28,115.61,0.3195,533.4076,-0.7006,11.0,1,41,3,1
ORD-2025-000545-01,ORD-2025-000545,2024-10-04,El Salvador,MarketPlace,Minorista,4.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,,Transferencia,Lanzamiento,Programado,2.0,368.11,0.05,249.7,7.8264,5473.8546,1481.6862,8.0,1,191,10,0
ORD-2024-000546-01,ORD-2024-000546,2024-06-07,Guatemala,Distribuidor,Mayorista,,Alimentos,Bebidas,Antigua Beans,AgroExport,Ana López,Transferencia,Lanzamiento,Express,9.0,133.56,0.17,82.02,1.0112,1008.8674,116.4025,10.0,1,188,7,0
ORD-2025-000547-01,ORD-2025-000547,2024-11-16,Guatemala,Retail,Premium,5.0,Alimentos,Bebidas,Antigua Beans,AgroExport,,Tarjeta,Sin promo,Normal,10.0,129.77,0.15,80.42,1.0159,1120.5834,226.0835,3.0,0,244,3,1
ORD-2025-000547-03,ORD-2025-000547,2024-11-16,Guatemala,Retail,Premium,5.0,Alimentos,Despensa,Borges,AgroExport,,Tarjeta,Sin promo,Normal,14.0,92.03,0.05,54.61,1.0159,1243.4606,400.548,3.0,0,41,30,1
ORD-2025-000547-04,ORD-2025-000547,2024-11-16,Guatemala,Retail,Premium,5.0,Deportes,Natación,Speedo,SportMax,,Tarjeta,Sin promo,Normal,4.0,374.53,0.0,222.86,1.0159,1521.9401,594.911,3.0,0,246,3,1
ORD-2024-000548-01,ORD-2024-000548,2024-01-05,Costa Rica,Tienda física,Minorista,,Belleza,Skincare,Nivea,BeautyCorp,,Crédito 60 días,2x1,Normal,2.0,8134.03,0.15,4681.64,0.0149,206.035,33.6548,,0,226,30,0
ORD-2024-000548-02,ORD-2024-000548,2024-01-05,Costa Rica,Tienda física,Minorista,,oficina,Herramientas,OfficeLab,OficinaTotal,,Crédito 60 días,2x1,Normal,7.0,36146.28,0.08,20644.45,0.0149,3468.4524,1221.8252,,0,204,7,0
ORD-2024-000548-03,ORD-2024-000548,2024-01-05,Costa Rica,Tienda física,Minorista,,Belleza,Cuidado capilar,Dove,BeautyCorp,,Crédito 60 días,2x1,Normal,5.0,4299.35,0.2,2565.64,0.0149,256.2413,-10.5312,,0,143,14,0
ORD-2025-000549-01,ORD-2025-000549,2024-10-05,Guatemala,Web,Gobierno,4.0,Belleza,Fragancias,Armani,Importadora Sur,Diego Castillo,PayPal,Cyberweek,Normal,10.0,877.54,0.05,613.55,0.9906,8258.2657,2018.506,14.0,0,213,5,0
ORD-2024-000550-01,ORD-2024-000550,2024-08-05,Guatemala,market place,Corporativo,,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,María García,Tarjeta,Bundle,Same day,12.0,1219.04,0.05,893.65,1.0007,13906.7839,3041.0132,3.0,1,16,10,0
ORD-2025-000551-01,ORD-2025-000551,2024-06-18,COSTA RICA,Web,Minorista,3.0,oficina,Herramientas,OfficeLab,OficinaTotal,Ana López,Efectivo,Liquidación,Same day,1.0,33986.29,0.06,21255.05,0.0149,476.012,146.453,7.0,1,245,10,0
ORD-2025-000551-02,ORD-2025-000551,2024-06-18,Costa Rica,Web,Minorista,3.0,Belleza, Skincare ,Banana Boat,BeautyCorp,Ana López,Efectivo,Liquidación,Same day,3.0,10264.99,0.18,6244.71,0.0149,376.2529,34.0949,7.0,1,185,10,0
ORD-2025-000551-03,ORD-2025-000551,2024-06-18,costa rica,Web,Minorista,3.0,Tecnología,Monitores,Dell,TecnoMundo,Ana López,Efectivo,Liquidación,Same day,4.0,98754.19,0.25,68321.83,0.0149,4414.3123,220.0173,7.0,1,167,30,0
ORD-2024-000552-01,ORD-2024-000552,2024-01-02,guatemala, retail,Corporativo,2.0,Deportes,Natación,Speedo,SportMax,Ana López,PayPal,Lanzamiento,Normal,15.0,370.65,0.15,226.17,0.9974,4713.5005,1205.7145,5.0,1,86,7,1
ORD-2024-000552-02,ORD-2024-000552,2024-01-02,Guatemala, retail,Corporativo,2.0,Deportes,CICLISMO,Giant,Importadora Sur,Ana López,PayPal,Lanzamiento,Normal,4.0,4340.77,0.13,3172.7,0.9974,15066.6043,2377.9807,5.0,1,235,3,1
ORD-2024-000552-03,ORD-2024-000552,2024-01-02,Guatemala, retail,Corporativo,2.0,Belleza,Skincare,Nivea,BeautyCorp,Ana López,PayPal,Lanzamiento,Normal,4.0,123.03,0.05,72.65,0.9974,466.2985,147.8985,5.0,1,166,10,1
ORD-2025-000553-01,ORD-2025-000553,2025-12-27,Guatemala,Ecommerce,Corporativo,3.0,Hogar,Limpieza,Samsung,CasaPlus,Valeria Ramos,Efectivo,Lanzamiento,Express,9.0,1732.5,0.06,1213.69,0.9987,14637.896,3673.4982,5.0,1,249,14,0
ORD-2024-000554-02,ORD-2024-000554,2024-11-22,Guatemala,Corporativo,Corporativo,,Belleza,Cuidado personal,Rexona,Distribuciones Norte,Carlos Méndez,PayPal,Descuento volumen,Express,3.0,74.56,0.03,44.39,1.0111,219.378,-6.5928,5.0,0,50,10,0
ORD-2025-000555-01,ORD-2025-000555,2025-03-09,Guatemala, retail,Mayorista,4.0,Tecnología,Impresoras,HP,TecnoMundo,María García,Crédito 60 días,Sin promo,Express,15.0,2259.06,0.03,1516.32,1.0003,32879.1838,10015.0966,13.0,0,129,5,0
ORD-2024-000556-01,ORD-2024-000556,2025-01-06,Costa Rica,Web,Mayorista,3.0,Oficina,Mobiliario,FlexDesk,OficinaTotal,Valeria Ramos,Transferencia,Bundle,Normal,4.0,184896.54,0.17,130352.72,0.0152,9330.619,1356.3122,19.0,1,137,21,0
ORD-2025-000557-01,ORD-2025-000557,2024-12-06,Guatemala,Online,Gobierno,1.0,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,Valeria Ramos,Crédito 60 días,Sin promo,Normal,3.0,1270.32,0.03,848.05,1.012,3740.9908,1095.3799,-1.0,0,225,30,0
ORD-2024-000558-01,ORD-2024-000558,2025-02-28,El Salvador,Ecommerce,Minorista,,Belleza,Fragancias,Armani,Importadora Sur,,PayPal,Sin promo,Normal,3.0,107.64,0.2,78.82,7.7732,2008.0974,80.577,,0,158,30,0
ORD-2025-000559-01,ORD-2025-000559,2024-06-14,Guatemala,distribuidor,Minorista,,Oficina,Archivo,MetalWorks,Distribuciones Norte,Luis Torres,Crédito 60 días,2x1,Express,15.0,991.98,0.18,628.08,0.9948,12137.907,2600.829,13.0,0,96,30,0
ORD-2025-000559-02,ORD-2025-000559,2024-06-14,Guatemala,distribuidor,Minorista,,Tecnología,Monitores,Dell,TecnoMundo,Luis Torres,Crédito 60 días,2x1,Express,15.0,1467.72,0.18,1014.19,0.9948,17959.0806,2645.8954,13.0,0,112,7,0
ORD-2024-000560-01,ORD-2024-000560,2025-12-15,El Salvador,Corporativo,Minorista,5.0,Tecnología,Accesorios,Redragon,GlobalTech,Valeria Ramos,Transferencia,Sin promo,Normal,4.0,59.9,0.0,37.11,7.8055,1870.1978,591.813,7.0,1,60,5,0
ORD-2024-000560-02,ORD-2024-000560,2025-12-15,El Salvador,Corporativo,Minorista,5.0,Tecnología,Accesorios,Logitech,GlobalTech,Valeria Ramos,Transferencia,Sin promo,Normal,8.0,70.95,0.2,42.11,7.8055,3544.3214,767.827,7.0,1,2,14,0
ORD-2025-000561-01,ORD-2025-000561,2025-06-26,El Salvador,Tienda física,Mayorista,3.0,Alimentos,Bebidas,Antigua Beans,AgroExport,Diego Castillo,Efectivo,Lanzamiento,Normal,2.0,17.06,0.25,10.52,7.8948,202.0279,-18.7896,1.0,0,25,14,0
ORD-2024-000562-01,ORD-2024-000562,2025-05-27,Guatemala,online ,Gobierno,1.0,Deportes,Wearables,Garmin,SportMax,Ana López,Tarjeta,Liquidación,Same day,15.0,3176.39,0.08,2147.23,1.0106,44298.8243,11563.7319,5.0,1,158,14,0
ORD-2025-000563-01,ORD-2025-000563,2024-01-03,Guatemala,E-commerce,Minorista,5.0,Tecnología,Impresoras,HP,TecnoMundo,Carlos Méndez,Crédito 60 días,Lanzamiento,Normal,3.0,2226.52,0.1,1555.58,1.0093,6067.5119,1288.7994,,0,187,10,0
ORD-2025-000563-02,ORD-2025-000563,2024-01-03,Guatemala,E-commerce,Minorista,5.0,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,Carlos Méndez,Crédito 60 días,Lanzamiento,Normal,4.0,1226.22,0.08,865.2,1.0093,4554.4558,1002.941,,0,201,21,0
ORD-2024-000564-01,ORD-2024-000564,2024-05-21,Costa Rica,Mayorista,Mayorista,,Hogar,Cocina,Tramontina,Distribuciones Norte,Diego Castillo,Crédito 60 días,Cyberweek,Programado,12.0,28833.91,0.15,17258.95,0.0149,4382.1776,1226.5221,7.0,1,61,14,0
ORD-2025-000565-01,ORD-2025-000565,2025-11-20,Guatemala,E-commerce,Premium,5.0,Hogar,Electrodomésticos,Oster,CasaPlus,,Efectivo,2x1,Normal,1.0,675.63,0.03,447.2,1.0166,666.2401,187.6756,11.0,1,98,3,0
ORD-2025-000565-02,ORD-2025-000565,2025-11-20,Guatemala,E-commerce,Premium,5.0,Deportes,CICLISMO,Giant,Importadora Sur,,Efectivo,2x1,Normal,5.0,4087.99,0.08,3084.29,1.0166,19116.9129,3315.9906,11.0,1,94,7,0
ORD-2025-000565-03,ORD-2025-000565,2025-11-20,Guatemala,E-commerce,Premium,5.0,Belleza, Skincare ,Banana Boat,BeautyCorp,,Efectivo,2x1,Normal,4.0,148.55,0.08,92.33,1.0166,555.7386,52.9384,11.0,1,6,5,0
ORD-2024-000566-01,ORD-2024-000566,2024-08-06,Guatemala,Retail,Corporativo,,Oficina,Papelería,OfficeLab,Distribuciones Norte,,Transferencia,Bundle,Normal,5.0,156.48,0.2,95.13,1.0115,633.1181,113.288,8.0,0,49,14,0
ORD-2024-000566-02,ORD-2024-000566,2024-08-06,Guatemala,Retail,Corporativo,,Hogar,CLIMATIZACIÓN,Xiaomi,GlobalTech,,Transferencia,Bundle,Normal,20.0,1260.62,0.17,849.23,1.0115,21166.9444,3821.9952,8.0,0,141,5,0
ORD-2025-000567-01,ORD-2025-000567,2025-12-06,Guatemala,Corporativo,Corporativo,,Alimentos,Despensa,Kellogg's,Distribuciones Norte,Ana López,PayPal,Sin promo,Express,9.0,77.45,0.2,47.81,1.0031,559.3687,46.8548,10.0,1,208,7,0
ORD-2024-000568-02,ORD-2024-000568,2024-08-19,Guatemala,Mayorista,Mayorista,1.0,Deportes,Wearables,Garmin,SportMax,María García,Transferencia,Sin promo,Normal,5.0,3113.85,0.03,2170.18,1.0143,15318.1336,4191.08,16.0,1,155,3,0
ORD-2025-000569-01,ORD-2025-000569,2025-11-23,El Salvador,market place,Minorista,,Belleza,Skincare,Nivea,BeautyCorp,,Transferencia,Liquidación,Programado,2.0,15.2,0.13,8.95,7.768,205.4481,21.2688,3.0,0,196,30,0
ORD-2024-000570-01,ORD-2024-000570,2024-12-23,Guatemala,tienda fisica,Mayorista,,Deportes,CICLISMO,Giant,Importadora Sur,,Efectivo,Sin promo,Express,55.0,4168.14,0.06,3098.23,1.0103,217712.4142,45379.7239,6.0,0,239,7,0
